,url,price,beds,sqft,parking,baths,descript,adress,lat,lon,date,cats are OK - purrr,dogs are OK - wooof,air conditioning,furnished,w/d in unit,laundry on site,no laundry on site,no parking,off-street parking,detached garage,dpsf
7501111636,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-with-in-unit-laundry/7501111636.html,1795,1,,street,1,"PROPERTY INFO ID: 73030973Rent: $1,795 / MonthBeds: 1Bath: 1Available Date: 08/01/2022Pet: Pet FriendlyRent Includes:: Water Gut Rehabbed One Bed w/ In Unit Laundry in the HEART of Lakeview East FEATURESCats OkDishwasherDogs OkElectric HeatLaundry in UnitModern BathroomModern KitchenOn-Site LaundryQuartz CountertopsStainless Steel AppliancesTrack Lighting  Greg Firak Leasing Agent 224-404-0319    The Apartment Source ",West Belmont Ave,41.939632,-87.676055,2022-06-25 12:48,1,1,0,0,1,0,0,1,0,0,
7501097820,https://chicago.craigslist.org/chc/apa/d/chicago-big-bed-with-newly-rehabbed/7501097820.html,1845,2,,street,1,"PROPERTY INFO ID: 2120527Rent: $1,845 / MonthBeds: 2Bath: 1Available Date: 07/01/2022Pet: Pet FriendlyRent Includes:: Water Big 2 bed in Lakeview Includes the Following:  * Hardwood Floors * Deck * Storage * Large Living Room * Big Bedrooms * Lots of Closet Space * Laundry * Pets Okay * Close to El & Everything in Southport Corridor  *Pictures are of a similar unit FEATURESCeiling FansCourtyardDeckElectric HeatHardwood FloorsHigh CeilingOn-Site Laundry  Greg Firak Leasing Agent 224-404-0319    The Apartment Source ",North Greenview Ave near Grace,41.950732,-87.666655,2022-06-25 12:21,1,1,0,0,0,1,0,1,0,0,
7501091011,https://chicago.craigslist.org/chc/apa/d/chicago-now-thats-nice-lakeview-25-bed/7501091011.html,2890,2,,no,1.5,"PROPERTY INFO ID: 300337243Rent: $2,890 / MonthBeds: 2Bath: 1.5Available Date: 08/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: no parking East Lakeview, beautifully rehabbed 2.5 bedrooms w/ two full baths in an outstanding location on Newport just west of Halsted. This unit is in a traditional historic greystone walkup on the 2nd floor.  Specifics include: - Central AC and Heat. - Private Deck! - King Bedrooms. - Exposed Brick! - Separate Office/Third Bedroom! - Beautiful Kitchen with Stylish Fixtures. - Hardwood Floors and Nice Tile Work. - Large Windows with Southern and Eastern Exposure. - High Ceilings with Ceiling Fans. - Coin Laundry, shared. - Cats Only.  BASIC MEASUREMENTS: Kitchen: 14 x 12 Dining Room: 16 x 12 Living Room: 16 x 13 Bedroom1: 12 x 9.5 + closet Bedroom2: 9.5 x 9.5 with big closet Office: 8 x 8, no closet  **Owner asks 700+ credit scores or cosigner may be needed to lease***  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource FEATURESA/CBalconyBike Room/Bike TrailsCats OkCeiling FansCentral AirCentral HeatCeramic TilesCity ViewDeckDecorative FireplaceDining RoomDishwasherDisposalEat-in KitchenExposed BrickFamily RoomFireplace (Decorative)Granite Counter TopsHardwood FloorsHigh CeilingLaundry in BuildingMicrowaveNew AppliancesNew/Renovated BathNew/Renovated KitchenNo SmokingPantryPenthousePets NegotiablePrivate BalconySpacious ClosetsStainless Steel AppliancesStainless Steel FridgeStandard BathroomStandard KitchenUpdated BathroomUpdated KitchenWalk-Up  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9399,-87.6528,2022-06-25 12:08,1,0,0,0,0,1,0,1,0,0,
7500958551,https://chicago.craigslist.org/chc/apa/d/chicago-look-at-this-bed-bath-new-deck/7500958551.html,3490,3,,,3,"PROPERTY INFO ID: 301114388Rent: $3,490 / MonthBeds: 3Bath: 3Available Date: 08/01/2022Pet: Pet FriendlyRent Includes:: Cable, Garbage, Internet, WaterParking:: attached garage Available 8/1! Luxury 3Br 3Ba in gorgeous Horner Park location. Gut Renovation with All New Electric, Plumbing, Insulation, Windows and Water Service plus ALL NEW High End Appliances and Finishes! STUNNING!  Amenities Include: - Central AC and Heat. - Free In-Unit Laundry. - Free High Speed Internet! - Garage Parking, $150/space. - 5mins Walk to Francisco Brown Line CTA. - Private Deck is Double Sized!! - All New Top-Line High End Fixtures and Finishes! - Big Bedrooms, Queen Beds Recommended. - Modern Kitchen with Brand New Stainless Steel Appliances. - Quartz Countertops. - Nice common space for BBQ. - Pet Friendly, Dogs Negotiable!  Measurements: Living/Dining Combo: 14 x 26 plus 2 bays Kitchen: 7.5 x 10 Bedroom1: 11 x 9 plus bath and closet Bedroom2: 12.5 x 10.5 plus bath and closet Bedroom3: 10.5 x 10 plus closet Plus Huge Double-size Private Deck!  *Owner asks 700+ credit scores or cosigner may be needed to lease.  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource FEATURESA/CBalconyCable or Satellite IncludedCats OkCentral AirCentral HeatCity ViewDeckDining RoomDishwasherDogs OkFree LaundryGarageGarage Parking AvailableGut RehabHardwood FloorsHigh CeilingHigh-speed internetHumidifierInternet IncludedLaundry in UnitMarble BathMicrowaveModernModern BathroomModern KitchenNew AppliancesNew/Renovated BathNew/Renovated KitchenNo SmokingPantryParking AvailableQuartz CountertopsRenovatedSpacious ClosetsStainless Steel AppliancesStainless Steel FridgeUpdated BathroomUpdated KitchenWalk-UpYard  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9464,-87.7042,2022-06-25 06:40,1,1,0,0,1,0,0,0,0,0,
7500958492,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-roof-deck-city-views/7500958492.html,3150,3,,,2,"PROPERTY INFO ID: 296324963Rent: $3,150 / MonthBeds: 3Bath: 2Available Date: 06/01/2022Pet: NegotiableRent Includes:: Garbage, WaterParking:: attached garage Gorgeous, sun filled 3 bed 2 bath in Nobel Square.  Great location close to it all.   Amenities and Finishes include the following:  custom cherry cabinetry by Canac (a Kohler brand company) gourmet kitchen w/granite and island upgraded stainless steel appliance package woodburning fireplace brazilian cherry hardwood floors master baths include marble,  double vanities, shower panel w/5 body  sprays & jetted tub master bedroom walk-in closet grohe & kohler fixtures in-unit full laundry  casement windows w/low-e deeded garage parking $300 a month    CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource FEATURESBalconyCats OkCentral AirCentral HeatDeckDishwasherDogs NegotiableEat-in KitchenElevatorFireplaceGarage Parking AvailableGranite Counter TopsHigh CeilingJacuzzi TubLaundry in UnitMarble BathMicrowaveModernModern BathroomModern KitchenPets NegotiablePrivate BalconyRoof DeckStainless Steel Appliances  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9019,-87.6779,2022-06-25 06:40,0,0,0,0,1,0,0,0,0,0,
7500956426,https://chicago.craigslist.org/chc/apa/d/chicago-roscoe-village-bed-bath-super/7500956426.html,3500,4,,street,2,"PROPERTY INFO ID: 19685043Rent: $3,500 / MonthBeds: 4Bath: 2Available Date: 07/01/2022Pet: Small Dogs OnlyRent Includes:: WaterParking:: street parking GORGEOUS ROSCOE VILLAGE 4 BED 2 BATH   DONT MISS THIS ONE BRAND NEW 4BR Construction with : Hardwood Floors SS Appliances & NEW Cabinets Rear patio  Central Heat/AC 1st floor unit QUEEN Sized Bedrooms HUGE LIVING & DINING Room area  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource FEATURESCentral AirCentral HeatDishwasherDogs NegotiableLaundry in UnitMicrowaveModernModern BathroomModern KitchenPorchQuartz CountertopsStainless Steel Appliances  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9464,-87.7042,2022-06-25 06:26,0,1,0,0,1,0,0,1,0,0,
7500951922,https://chicago.craigslist.org/chc/apa/d/chicago-bucktown-level-coach-house/7500951922.html,4900,2,,,2.5,"PROPERTY INFO ID: 299607450Rent: $4,900 / MonthBeds: 2Bath: 2.5Available Date: 06/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: attached garage Amazing Bucktown Coach House Featuring:  * 3 Levels of space * Third level rooftop/Victorian Conservatory with wet bar * Solid oak spiral staircase access from level 2 * Exposed brick and beams on level 1 of this coach house with 12' ceilings and 8' x 3.5' antique burlwood doors * Hardwood floors on all levels * Level 1 has an open concept eat-in kitchen/entertainment area with birch cabinets, stainless steel appliances, a double oven, dishwasher, and ice-maker fridge *  A smart thermostat allows for easy climate regulation. * Antique claw foot tub and a separate shower * Coded entry front and back gates give tenants access to the secluded cobblestone brick courtyard * Laundry in-unit * Two oversided garage spaces included * Gas grill and patio set for tenant use in the yard * Antique working safe door leads to alley access * Located half a block from the 606 Bloomingdale Trail, three blocks from the Western CTA Blue line stop, a fifteen-minute ride on the El to downtown Chicago, close to North, Damen/Milwaukee, and California/Fullerton/Milwaukee shopping and dining hubs. **some images may be virtually staged**  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9209,-87.7043,2022-06-25 05:49,1,0,0,0,1,0,0,0,0,0,
7500951768,https://chicago.craigslist.org/chc/apa/d/chicago-duplex-bed-bath-prime-lincoln/7500951768.html,2250,1,,no,1,"PROPERTY INFO ID: 292954067Rent: $2,250 / MonthBeds: 1Bath: 1Available Date: 09/01/2022Pet: Pet FriendlyRent Includes:: WaterParking:: no parking --PRIME LINCOLN PARK LOCATION-- *Duplex Down *Gorgeous tree lined street * Giant garage rooftop shared deck * Amazing location near some of the best bars and restaurants Chicago has to offer. Close to the Lincoln Park Zoo, OZ Park, Fullerton Beach, Brown Line Station, and much more!  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource  Located in prime Lincoln Park between Clark and Lincoln.  Shared deck above the garage. Garage parking available $225/mo   FEATURESBalconyCats OkDining RoomDogs OkDuplex-DownFireplaceHardwood FloorsNew/Renovated BathNew/Renovated KitchenQuartz CountertopsRoof DeckSmall Dog OKStainless Steel Appliances  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9229,-87.6483,2022-06-25 05:48,1,1,0,0,0,1,0,1,0,0,
7500940108,https://chicago.craigslist.org/chc/apa/d/chicago-massive-layout-new-kitchen-walk/7500940108.html,1025,,,street,1,"Over-sized Studio in Prime Lakeview East. Unit Features: Eat-in kitchen with maple cabinets and new appliances. Hardwood Floors throughout. Walk-in closet. Cooking gas, WIFI, & water included. Baseboard heat, tenant is responsible for electricity. On-site laundry.    Intercom Entry. Bike Storage. Cats welcome. Close to shopping, restaurants, and transportation. Walking distance to park and lakefront. Cats OK.   1 year lease  Available now! ",,41.9399,-87.6528,2022-06-25 02:44,1,0,0,0,0,1,0,1,0,0,
7500872090,https://chicago.craigslist.org/chc/apa/d/chicago-bed-bath-hot-wicker-park/7500872090.html,2195,2,1100.0,off-street,1,"About 2112 W Division St Stunning Rehab in the heart of Wicker Park on Division. This rehabbed unit features new granite/stainless kitchen with dishwasher, rehabbed bath, in-unit laundry, hardwood floors, dishwasher, central a/c, pets ok, and much more. 2 equal queen size bedrooms. Be in the middle of it all ! Text michael to see or with questions 312-719-6828 Video link : https://youtu.be/88DANeor1lU ",2112 w division near damen,41.90322,-87.67996,2022-06-24 19:38,1,1,0,0,1,0,0,0,1,0,1.9954545454545451
7500863863,https://chicago.craigslist.org/chc/apa/d/chicago-roscoe-village-bed-bath-super/7500863863.html,3500,4,,street,2,"PROPERTY INFO ID: 19685043Rent: $3,500 / MonthBeds: 4Bath: 2Available Date: 07/01/2022Pet: Small Dogs OnlyRent Includes:: WaterParking:: street parking GORGEOUS ROSCOE VILLAGE 4 BED 2 BATH   DONT MISS THIS ONE BRAND NEW 4BR Construction with : Hardwood Floors SS Appliances & NEW Cabinets Rear patio  Central Heat/AC 1st floor unit QUEEN Sized Bedrooms HUGE LIVING & DINING Room area  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource FEATURESCentral AirCentral HeatDishwasherDogs NegotiableLaundry in UnitMicrowaveModernModern BathroomModern KitchenPorchQuartz CountertopsStainless Steel Appliances  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9464,-87.7042,2022-06-24 19:13,0,1,0,0,1,0,0,1,0,0,
7500863234,https://chicago.craigslist.org/chc/apa/d/chicago-dnp-zillowhorner-park-3br-3ba/7500863234.html,3490,3,,,3,"PROPERTY INFO ID: 301114388Rent: $3,490 / MonthBeds: 3Bath: 3Available Date: 08/01/2022Pet: Pet FriendlyRent Includes:: Cable, Garbage, Internet, WaterParking:: attached garage Available 8/1! Luxury 3Br 3Ba in gorgeous Horner Park location. Gut Renovation with All New Electric, Plumbing, Insulation, Windows and Water Service plus ALL NEW High End Appliances and Finishes! STUNNING!  Amenities Include: - Central AC and Heat. - Free In-Unit Laundry. - Free High Speed Internet! - Garage Parking, $150/space. - 5mins Walk to Francisco Brown Line CTA. - Private Deck is Double Sized!! - All New Top-Line High End Fixtures and Finishes! - Big Bedrooms, Queen Beds Recommended. - Modern Kitchen with Brand New Stainless Steel Appliances. - Quartz Countertops. - Nice common space for BBQ. - Pet Friendly, Dogs Negotiable!  Measurements: Living/Dining Combo: 14 x 26 plus 2 bays Kitchen: 7.5 x 10 Bedroom1: 11 x 9 plus bath and closet Bedroom2: 12.5 x 10.5 plus bath and closet Bedroom3: 10.5 x 10 plus closet Plus Huge Double-size Private Deck!  *Owner asks 700+ credit scores or cosigner may be needed to lease.  CALL OR TEXT  Patrick  708.902.2266 @markey_real_estate @apartmentsource FEATURESA/CBalconyCable or Satellite IncludedCats OkCentral AirCentral HeatCity ViewDeckDining RoomDishwasherDogs OkFree LaundryGarageGarage Parking AvailableGut RehabHardwood FloorsHigh CeilingHigh-speed internetHumidifierInternet IncludedLaundry in UnitMarble BathMicrowaveModernModern BathroomModern KitchenNew AppliancesNew/Renovated BathNew/Renovated KitchenNo SmokingPantryParking AvailableQuartz CountertopsRenovatedSpacious ClosetsStainless Steel AppliancesStainless Steel FridgeUpdated BathroomUpdated KitchenWalk-UpYard  Patrick Markey Licensed Leasing Agent 708 902 2266 TAS    The Apartment Source Call or text: 773.404.9900     ",,41.9464,-87.7042,2022-06-24 19:12,1,1,0,0,1,0,0,0,0,0,
7500816646,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-bed-bath-hwf-and/7500816646.html,1700,2,,street,1,"PROPERTY INFO ID: 79448881Rent: $1,700 / MonthBeds: 2Bath: 1Available Date: 08/01/2022Pet: Pet FriendlyParking:: street parking West Lincoln Park 2 bed 1 bath is nestled on a quiet tree lined street with River Point strip mall just seconds away!! River Point has Jewel, Aldi, Panda Express, Starbucks, ATT, McDonalds, Taco Bell and Marshalls plus many more businesses!! This 2 bedroom 1 bath unit comes with hardwood floors, central heat and air, modern kitchen and bath, dishwasher, laundry in building and your furry friends are accepted with approval. Depaul students this is a 5 min drive to campus or 15 min walk! Schedule your showing today!! FEATURESDining RoomDishwasherGranite Counter TopsHardwood FloorsHigh CeilingLaundry in BuildingMicrowave  Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing    The Apartment Source Call or text: 773.404.9900     ",West Altgeld St near Terra Cotta,41.928132,-87.671655,2022-06-24 17:10,1,1,0,0,0,1,0,1,0,0,
7500800849,https://chicago.craigslist.org/chc/apa/d/chicago-518-fullerton-unit/7500800849.html,5345,5,,off-street,4,"PROPERTY INFO ID: 238623500Rent: $5,345 / MonthBeds: 5Bath: 4Available Date: 08/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: off-street parking Renovated Historical Landmark five bedroom, four bath restoration at its finest This property boasts refinished woodwork and hardwood floors that grace the unit throughout, stain glass windows, pocket doors, decorative fireplace, and open lay out. The kitchen is equipped with beautiful granite counter tops, dishwasher and separate wet bar that includes an additional refrigerator. The unit has Tenant controlled central air conditioning and gas forced heat. This Lincoln Park gem also has laundry in the unit.  Completely new construction renovated Historical Landmark building. 518 West Fullerton Parkway has a Walk Score of 96 out of 100. This location is a Walker’s Paradise so daily errands do not require a car. Just an 11 minute walk from the Brown Line, the Purple Line and the Red Line at the Fullerton stop. This location is in the Lincoln Park neighborhood in Chicago. Nearby parks include Linne Monument, Children's Memorial Park and Park West Park.  We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options.   FEATURESCentral AirDecorative FireplaceDining RoomDishwasherGranite TopsHardwood FloorsLaundry in UnitOven/RangeRefrigeratorSecurity Alarm  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713     ",518 West Fullerton Prwy,41.9229,-87.6483,2022-06-24 16:33,1,0,0,0,1,0,0,0,1,0,
7500799893,https://chicago.craigslist.org/nch/apa/d/chicago-bdrm-bath-apt-on-belmont/7500799893.html,1950,3,,,1,"A 3 bedroom/1 bath newly remodeled apartment is available for rent on Belmont Avenue and Sacremento.  $1950/month for the 3 bedroom/1 bath, not including utilities. Laundry is on site. Parking spots are available. Section 8 are welcome.  If interested, please call Mike at 773_616_1667. Call anytime. ",,41.9464,-87.7042,2022-06-24 16:31,0,0,0,0,0,1,0,0,0,0,
7500767185,https://chicago.craigslist.org/chc/apa/d/chicago-rehabbed-2bd-in-prime-logan/7500767185.html,2395,2,,street,1,"Reasons to Make this Yours   * Beautiful Kitchen w/t lots of counter space   * Lots of Natural Lighting  *  Beautiful Hardwood Floors  * Awesome Tile Backsplash in Bathroom * Central A/C- Needed in the Hot Summers and Cold Winters  *. In-Unit  * Big Bedroom- One of the bedrooms is smaller but it has a 180-window view  * Private Deck/. cosey fits a table and chairs *Unit Just works/ There is nothing that feels out of place. Cabinets match w/t the Walls, Fixed Furnertue that ties everything together. Overall, a great find in Logan!   Average market time is 48hrs! Owner requires a 650 credit score and 3x gross monthly rent Reach out to Jesus Seda from The Apartment Source     ",West Logan Blvd,41.932232,-87.684255,2022-06-24 15:22,1,0,0,0,1,0,0,1,0,0,
7500739955,https://chicago.craigslist.org/chc/apa/d/chicago-rooftop-pool-amazing-views/7500739955.html,1630,,,street,1,"Call Dan, Apartment Guys, (773) 490-0966, and refer to ID#70863. Breathtaking views of Lake Michigan, wonderful skydeck swimming pool, full fitness center and if that’s not enough you have an updated studio apartment with a newer kitchen including a dishwasher and an extendable partition to convert into a separate sleeping area! This building also features a doorperson, heated valet parking available for rent. Central a/c, modern kitchens, wall to wall carpeting! Cat friendly! Prices are subject to change. ***Photos may be of a similar unit.*** *For faster response best to call or text 773-490-0966 with reference #70863 ",,41.9399,-87.6528,2022-06-24 14:29,1,0,0,0,0,1,0,1,0,0,
7500701388,https://chicago.craigslist.org/nch/apa/d/chicago-huge-bedroom-garage-parking/7500701388.html,2940,4,1500.0,"<div class=""cl-component share-button""><div class=""container""><a href=""https://chicago.craigslist.org/nch/apa/d/chicago-huge-bedroom-garage-",1,"Huge 4 bedroom with indoor garage parking for small extra fee. Walking distance to restaurants, bars, stores, Lake Michigan, Wrigley Field and 3 minute walk from ALL STOP BELMONT EL TRAIN and Bus STOPS- get anywhere in the city fast, even the airports,  Fenced in backyard with fire pit. Great for entertaining and pets. Hardwood floors, very high ceilings. Ceiling fans throughout, central heat and AC. Southern facing front room with oversized windows. ",,41.938082,-87.652102,2022-06-24 13:16,1,1,1,0,0,1,0,0,0,1,1.96
7500696468,https://chicago.craigslist.org/chc/apa/d/chicago-bed-in-lakeview-gorgeous-full/7500696468.html,2000,1,,off-street,1,"A CONTEMPORARY APARTMENT COMMUNITY AT THE ICONIC PAULINA CTA BROWN LINE STATION. STUDIOS, ONE AND TWO BEDROOMS.  Sleek modern interiors -- coveted Lakeview location -- Top of the line amenities.  APARTMENT FEATURES:  - Abaco by Snaidero designer Italian cabinetry - Balterio gray-tone plank flooring - Energy Star appliances - Kohler kitchen & bath fixtures - Pearl quartz kitchen & bath countertops - Floor to ceiling glass windows - Acoustically treated windows - Energy efficient lighting - Pet-friendly  BUILDING FEATURES:  - Adjacent to Paulina Brown Line CTA stop - Walkscore® 93 - Excellent Transit, Walker's Paradise, Very Bikeable - Terrace with lounge seating, BBQ grill & fire pit - State-of-the-art fitness center - Pressbox dry cleaning lockers - Luxer One secure package storage - Free wi-fi in amenity areas by Everywhere Wireless - Residents' Club kitchenette, internet cafe & pool table - Ample bike parking & maintenance equipment  In addition to rent a monthly Bundled Services rent charge applies.   (Studios & 2brs also available)   Contact leasing agent below. Thanks!   Funsho Macaulay II 224-503-5193 fmacallay@kassmanagement.com Kass Management Services Inc. 2000 N. Racine Suite 4400, Chicago, IL 60614 ",,41.9399,-87.6528,2022-06-24 13:07,1,1,1,0,1,0,0,0,1,0,
7500652872,https://chicago.craigslist.org/chc/apa/d/chicago-1806-cuyler-ave-suite-3f/7500652872.html,750,0,,no,shared,"Available 8/1  The Cuyler Office Suites! This 200 square foot newly remolded corner office suite features exposed brick, beams and duct work, high ceilings, brand new hardwood floors, individual heating and air conditioning and large north facing windows for natural sunlight.  The Cuyler Office Suites! This remodeled loft office suite with large west facing windows, features exposed brick, beams and duct work, high ceilings, brand new hardwood floors, individual heating and air conditioning.  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713 ",1806 Cuyler Ave near Ravenswood Ave.,41.955232,-87.674756,2022-06-24 11:48,0,0,0,0,0,0,1,1,0,0,
7500642495,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-gut-rehab-studio/7500642495.html,1350,0,,street,1,"Call Dan, Apartment Guys and ask for reference #2202678. These total gut rehabs are renovated with hardwood floors, newer appliances, air conditioning and enjoy the convenience of washer and dryer in your apartment! This building also has a small fitness center and is right in the middle of all of the exciting shops, restaurants, bars and all of the other wonderful things that Lincoln Park has to offer!  Prices are subject to change.***Photos may be of a similar unit.****For faster response best to call or text 773-490-0966 with reference #2202678 ",,41.9229,-87.6483,2022-06-24 11:29,1,1,1,0,1,0,0,1,0,0,
7500612986,https://chicago.craigslist.org/chc/apa/d/chicago-one-of-kind-brick-coach-house/7500612986.html,4900,2,,,2.5,"PROPERTY INFO ID: 299607450Rent: $4,900 / MonthBeds: 2Bath: 2.5Available Date: 06/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: attached garage Amazing Bucktown Coach House Featuring:  * 3 Levels of space * Third level rooftop/Victorian Conservatory with wet bar * Solid oak spiral staircase access from level 2 * Exposed brick and beams on level 1 of this coach house with 12' ceilings and 8' x 3.5' antique burlwood doors * Hardwood floors on all levels * Level 1 has an open concept eat-in kitchen/entertainment area with birch cabinets, stainless steel appliances, a double oven, dishwasher, and ice-maker fridge *  A smart thermostat allows for easy climate regulation. * Antique claw foot tub and a separate shower * Coded entry front and back gates give tenants access to the secluded cobblestone brick courtyard * Laundry in-unit * Two oversided garage spaces included * Gas grill and patio set for tenant use in the yard * Antique working safe door leads to alley access * Located half a block from the 606 Bloomingdale Trail, three blocks from the Western CTA Blue line stop, a fifteen-minute ride on the El to downtown Chicago, close to North, Damen/Milwaukee, and California/Fullerton/Milwaukee shopping and dining hubs. Looking for something else? Check out all my other available apartments here and let me know which of them you'd like to tour! https://ygl.is/Hadi   Hadi Sharabi Realtor® MLS ID: 887241 ▪︎ The Apartment Source    (773) 272-1860     Hadis@ ApartmentSourceChicago.com   2533 W. Fullerton Ave. Chicago, IL 60647   http://www.ApartmentSourceChicago.com/    The Apartment Source Call or text: 773.272.1860     ",,41.9209,-87.7043,2022-06-24 10:34,1,0,0,0,1,0,0,0,0,0,
7500608990,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-bed-bath-high-end-style/7500608990.html,3000,5,3600.0,off-street,3,"Enjoy the good life and come home to this rare, executive finish duplex.   This spacious 5 Bedroom with 3 Full Bathroom Penthouse Condominium offers:  * More than 3,600 sq. ft. of high end living + playing space * 12+' ceilings * Garage parking included  Each spacious bedroom can comfortably accommodate a king sized bed.  This commuter's paradise provides easy access to the downtown, suburbs and airport.   Old Irving Park is:  * 15 minutes from the Loop * 15 minutes from O'Hare Airport * 20 minutes from the northern suburbs  Enjoy the safety, privacy and open space of suburban living, while being close to all that Chicago has to offer (5 minutes to Bucktown and Wicker Park, 10 minutes to Lincoln Park).  Recently renovated 5 Bed w/ 3 Bath Penthouse features:  * Safe, quiet treelined street * 5 Spacious Bedrooms, 3 Full Baths * 12+' High ceilings * Huge master suite with skylights, gas fireplace, jacuzzi jet tub, hardwood floors  * Open chef's kitchen (quartz counters, stainless steel appliances, Viking Gas Range and Miele DW) * Eat in dining room * Large great room with gas fireplace, perfect for living + entertaining * In Unit Washer + Dryer * Enclosed porch and 2 private decks * Fenced in lawn * Garage parking  This sanctuary is conveniently located within walking distance of:  * Starbucks * Independence Park * Summertime Farmer's Market * Movies in the Park (""Back to the Future II"", ""Big Hero 6"", ""Grease"") * Smoque BBQ (Michelin Rated ""Bib Gourmand""; Food Network's Top 10 Best Restaurants of Chicago) * Multiple fitness gyms * Multiple grocery stores * Chicago Sport and Social Coed Volleyball * Indoor Coed Volleyball League * DIVVY Bikes * Disney Magnet School * 2 train lines (Metra and Amtrak) * Blue line ""El"" * 90/94 expressway  Easy access to:  * Chicago Cub's Wrigley Field * Ridgemoor Country Club  Great area for walking, biking, jogging.  This must see property is for qualified applicants only. No Pets.  Available July 1st ",,41.950809,-87.733212,2022-06-24 10:26,0,0,1,0,1,0,0,0,1,0,0.8333333333333334
7500606797,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-bed-bath-plus-office/7500606797.html,2900,3,3600.0,,3,"Enjoy the good life and come home to this rare, executive finish duplex.  This spacious 3 Bedroom, 3 Full Bathroom, plus an Office/Den and a space for Gym Exercise Room Penthouse offers:  * More than 3,600 sq. ft. of high end living + playing space * 12+' ceilings * AC (air conditioning) and forced air heating * Garage parking included  Each spacious bedroom can comfortably accommodate a king sized bed.  This commuter's paradise provides easy access to the downtown, suburbs and airport.  Old Irving Park is:  * 15 minutes from the Loop * 15 minutes from O'Hare Airport * 20 minutes from the northern suburbs  Enjoy the safety, privacy and open space of suburban living, while being close to all that Chicago has to offer (5 minutes to Bucktown, Wicker Park and Lincoln Square and Logan Square, 10 minutes to Lake View and Lincoln Park).  Recently renovated 3 Bed w/ 3 Bath Condominium features:  * Safe, quiet tree-lined street * 3 Spacious Bedrooms, 3 Full Baths * Office/Den * Space for Gym Exercise Room * 12+' High ceilings * Huge master suite with skylights, gas fireplace, jacuzzi jet tub, hardwood floors * Open chef's kitchen (quartz counters, stainless steel appliances, Viking Gas Range and Miele DW) * Eat in dining room * Large great room with gas fireplace, perfect for living + entertaining * In Unit Washer + Dryer * Enclosed porch and 2 private decks * Fenced in lawn * Garage parking  This sanctuary is conveniently located within walking distance of:  * Starbucks * Independence Park * Summertime Farmer's Market * Movies in the Park (""Back to the Future II"", ""Big Hero 6"", ""Grease"") * Smoque BBQ (Michelin Rated ""Bib Gourmand""; Food Network's Top 10 Best Restaurants of Chicago) * Multiple fitness gyms * Multiple grocery stores * Chicago Sport and Social Coed Volleyball * Indoor Coed Volleyball League * DIVVY Bikes * Disney Magnet School * 2 train lines (Metra and Amtrak) * Blue line ""El"" * 90/94 expressway  Easy access to:  * Chicago Cub's Wrigley Field * Newly redesigned Ridgemoor Country Club  Great area for walking, biking, jogging.  This must see property is for qualified applicants only.  Available July 1st ",,41.948767,-87.731495,2022-06-24 10:22,0,0,1,0,1,0,0,0,0,1,0.8055555555555556
